category,name,lvl,Qu,speed code,AT,hits,PP,size,OB melee,OB missile,OB magic,Primary Attack,Secondary Attack,Tertiary Attack,DB,DBm,comment,Notes,enc,immune,weakness,piclink,spells,climate code,habitat code,frequency of encounter code,measurement
troll,Trolls (Black/Olog),9,,MD/MD,16,250,,L/La,,,,120we,80LBa,70ro(150‘),50,,"Olog-hai, also called Black Trolls, were bred by Sauron from lesser Troll stock. They are nine to eleven feet in height, and have black, scaly hides.","Hostile. rock attack is a LCr. Wp = weapon, at least double normal damage, usually a club, ro(#) = rock thrown with #‘ range",1-5,sunlight,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,all,ABFGMUVWZCDHJPTILNQRXY,8,9-11ft high
giant spider,GIANT SPIDERS,,,,,,,,,,,,,,,,,,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,,,,
giant insect,HUMMERHORNS,,,,,,,,,,,,,,,,"Surely one of Endor's most vicious insects, the rare but often lethal Hummerhorn is the stuff of legend. Each weighs 6-8 lbs and has a razor sharp, pointed proboscis of chitin (transparent horn). It gores a victim to death, then feasts on the corpse with three sets of mandibles. They resemble gigantic black and grey wasps, and their only failing is the noise they make whenever they approach.",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nwmkt,FMHJEQ,9, 4-6ft wingspan
giant spider,KING SPIDERS,,,,,,,,,,,,,,,,"King Spiders are similar to but unlike the Giant Spiders of Mirkwood. They do not build large webs but rather dig deep pits, 2-3ft wide and 8-10ft deep. A King Spider caps this pit with a lid cleverly woven from a small amount of spider-silk, disguising the covering with leaves and other vegetation so that it is extremely hard (-30) to detect. Victims falling through the lid receive one to three +25 short sword attacks from the strong, knife-like silk tendrils. The pits are usually built on slopes. They support no more than 40 pounds of weight. The King Spider, who has been waiting in a small side passage, leaps upon the victim and biles it, injecting its special poison, Kennesank. A RR failure of 1-50 results in paralysis; a failure of 51+ results in death as the internal organs dissolve. If the victim dies, the spider will eat it. If not, the thrifty spider saves the meal. If it is a female who has recently mated, she may lay 6-12 eggs on top of the helpless prey and leave, sealing the hole more sturdily behind her. In two days, when the spiderlings hatch, they will spend three weeks living on the food left behind by their mother.",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,hnwmkt,FMCDHJELQR,6,2ft(body diam.)
Lasanakûni,Astabanhéli,2,,VF/FA,3,95,,M,,,,35MHo,30MTs,-,30,,"The Astabanhe or Giant Pronghorn is an antelope-like creature found mainly in the Pinnath Ceren (S. 'Red Fells') and the Girithlin highlands of Eriador. They stand about 4' tall, and are dull yellow in color. While renowned for their loud white rump, their short black horns give the Astabanhéli their name. Pronghorns travel in small herds (10-100) and are inquisitive, but they are quick to flee. Movements of their white tail fur signal other Astanbanhéli when there is danger or when they have taken to flight. They can travel at speeds of up to forty miles per hour and can swim quite well.","Timid. Antelope-like, inquisitive.",10-100,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,FP,4,4.5-6.5ft
Lasanakûni,Aurych,2,,MD/MD,3,140,,L,,,,50MHo,50LTs,-,20,,"The Auroch (pl. 'Aurych') is a domesticated breed of the wild cattle or Kine that roam Rhovanion (Wilderland). They vary in color, but most have medium length, dark brown fur on their bodies, and shorter, whiter fur on their legs and foreheads. Males have larger, curving, conical horns. Like all Kine, Aurych migrate with the seasons and tend to wander wide areas whenever breeding.","Domesticated. Cattle, passive 'til disturbed.",1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mskt,BFPIX,8,7.5-9.5ft
Lasanakûni,Caru,2,,VF/FA,3,70,,M,,,,20MHo,20MTs,-,40,,"The Caru (Du. 'Elk') is a large brown Deer commonly found in northern Eriador, but ranging throughout the cooler parts of northwestern Middle-earth. It is the only Deer species, save the Losrandir, in which both the males and females sport antlers. Caru travel in huge herds of one to twenty thousand and range over vast areas of open country or broken woodlands. Feeding on grass and other tundra plants in the summer, some roam well into the Far North.","Timid. Deer, males & females have horns.",20-2000,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,BFCDHPT,7,5-7.5ft
Lasanakûni,Culcarnix,1,,MD/MD,3,12,,S,,,,10SBi,-,-,0,,"This large, ground-dwelling rodent is found on the Talath Harroch, the plain south of Mirkwood. They are reported to be totally harmless, an opinion which owes much to the lack of farmsteads in the Talath Harroch. Culcamix can devastate a farm field. Nevertheless, they are totally unaggressive toward other living beings. Tailless and blunt-nosed, Culcarnix live in burrows beneath the earth, and can occasionally be seen standing on the mounds of earth by the entrances to their burrows, sniffing the air for any scent of approaching enemies. They have thick, red-brown fur that has at various times been much in demand by furriers. The Wainriders, for instance, raised them in great numbers for their hides. Thus, they have become scarce in areas where there is widespread settlement.",Passive. Ground-dwelling rodent.,1-6,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,BFP,5,2-3ft
Lasanakûni,Cunara,0,,MF/MD,3,10,,S,,,,5SBi,20SCl,-,10,,"The most common rodent in Cardolan, the Cunaura (Du. 'Gophers') of Eriador resemble big stout Rats and live mainly on grass roots. On the plains they are a major nuisance because they live in large colonies of interlocking burrows. Their holes rise up about a foot from ground level but their tunnels run very close to the surface and cannot be easily detected by Sheep, Horses, or Men (leading to many broken legs).","Timid. 'Gophers', live in large colonies.",10-100,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,FP,8,2-3ft
Lasanakûni,Dappled Deer,1,,FA/MF,3,50,,M,,,,20SHo,35STs,-,45,,"Akin to the Roe Deer (Fiara) of Eriador, the Dappled Deer is small, hardy, and pugnacious creature. Only the stags fight, but they are exceptionally skiddish and aggressive, especially in Spring. They usually employ their tough horns, which can effectively penetrate mail. Nocturnal creatures. Dappled Deer browse for food at night. They feed on shrubs and broadleafed trees. During breeding season, males mark their territory by scratching the bark off trees. NOTE: The Dúnadan Rangers have frequently used this trait to their advantage by disguising their own trail markings as Deer scratches. Only the Rangers understand the subtle differences.",Aggressive. Hardy and pugnacious.,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,LDP,7, 4.5-6.5ft
Lasanakûni,Fiara,1,,VF/VF,3,45,,M,,,,15SHo,25TTs,-,35,,"Thriving on the scant grasses of south-central Eriador, the Fiara is the most common wild herbivore in Cardolan and Minhiriath. They keep to small groups of four or five does and a buck and range all over the region. Extremely timid, though, they shy away from settled areas and seem much rarer than their real numbers would dictate. It is fortunate that these small beasts are prolific, for no creature in northwestern Endor is hunted as often as the Fiara. Eriadoran hunters have long relied on the Fiara as a food staple, and cooks from Bree to Tharbad create dozens of dishes using this tasty Deer meat.",Timid. Most common wild herbivore.,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,FDP,6, 3.5-4.5ft
Lasanakûni,Fintónarki,2,,FA/FA,3,70,,M,,,,50MHo,40MBa,30STs,15,,"The Fintónarki, or Wild Goats, are odd beasts found on the plains south of Mirkwood. They have several characteristics that set them apart from the other Goats of Middle-earth. For one thing, they are sometimes found in mixed herds with the Wild Horses of the area, an arrangement found nowhere else. Second, they are almost untamable, although it is reported that Elves may have some success at this task (although Elves are generally uninterested in animal husbandry). Third, they are immune to all naturally occurring ingestible poisons and hence can live on almost anything that contains nourishment. Finally, these strange creatures have an unquenchable desire to be scratched on the head, between their long, dangerous horns. It is rumored by various denizens of the Talath Harroch region (particularly those with small, naive children) that if one should do one of these hoofed hedonists the favor of scratching it in the proper spot, it will become ever loyal to the person who scratches it. This tale has caused numerous injuries to youngsters seeking an unusual pet.","Normal. Wild goats, immune to poisons.",1-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,BFP,5, 3-4ft
Lasanakûni,Goral,2,,FA/FA,3,55,,M,,,,50MBa,45MTs,-,40,,"Goral are a wild, golden bighorn Sheep found exclusively in the Downs of Eriador. They have long, curving, whitish horns. Solitary and intractable, they arc unique among Sheep. Goral only gather during mating season, when small groups of males join and then seek out the females. Ranked by the size of their horns, the males instinctively know their place, so there is little fighting during these brief unions. After mating, the females travel as a herd with the young for a couple of months and then scatter. Goral have been very profitably interbred with domestic Sheep, producing excellent varieties of wool-bearing species (Q. 'Toa' = 'Wool').","Normal. Wild, golden bighorn Sheep.",1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,FPH,5, 4.5-6.5ft
Lasanakûni,Kine Of Araw,5,,MD/MD,3,135,,L,,,,100LHo,80LBa,90LTs,30,,"The Kine of Araw are the largest of Middle-earth's bovids, that is creatures with split, even-toed, hoofs. It is believed that these large, white cattle are the gift of the Vala Oromë (Araw). This is quite possibly true. The beasts are found on the shores of the Sea of Rhûn and on the Plain of Talath Harroch, east and south of Mirkwood. As far as anyone can tell, the Easterling tribes are the only people to have domesticated these creatures and used them as draft beasts, since the Rhovanion Northmen revered the Kine and used them only for breeding other cattle. Easterlings, on the other hand, employed Kine to pull the Great Wains of their chiefs. During the brief existence of the Wainrider Kingdom in Wilderland (T.A. 1854-99), dozens of these magnificent beasts were pressed into service, and many perished in the raiding and wars that accompanied the Wain-easterlings' occupation. Many people of central Middle-earth value the long gray horns of these cattle, both to use as trumpets and drinking horns and to cut into sections for superb compound bows. A few superstitious folk use the ground horn as an ingredient for healing potions, but no proof has ever been found that this substance is of any real value in healing.","Normal. Large, White cattle.",1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,FHP,4,10-12ft
Lasanakûni,Losrandír,2,,FA/MF,3,90,,M,,,,40MHo,35MTs,-,20,,"The Losrandir is a hardy, gregarious Deer with a long, low profile and large antlers. They come in many colors — everything from white to jet black — but most are grey or silver. Unlike those of other Deer, the low forward tine of its antlers is branched. Both males and females bear antlers, although those of the female are usually smaller. Female Losrandír (aka 'Lesraindír') move in large herds while males travel in small groups or, in some cases, alone. Wolves and Bears prey on weaker individuals, but the Losrandír's greatest natural enemy is undoubtedly Man. The Lossoth of northwestern Middle-earth and the Urd of the northeast hunt the graceful creature for its fur, meat, and utility as a beast of burden.","Normal. Hardy, gregarious Deer.",10-100,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,BFCDHPT,7,5-7.5ft
Lasanakûni,Nimfiara,4,,FA/FA,3,110,,L,,,,55MHo,65MTs,-,25,,"Larger and rarer than Elk, the Nimfiara (S./Du. 'White Hart') is the strongest and most imposing breed of Deer found in northwestern Middle-earth. Reputedly mystical creatures, they range in the ancient woodlands of Rhovanion, Gondor, Calenardhon, and Eriador. They are found deep within the Old Forest and the Dark Wood, and a few have been spotted in Fangorn. The Nimfiara's lustrous silver pelt is prized for fine garments, so it is hunted and trapped by woodsmen. Worse, its horns are said to produce a potion which retards aging. Thus, the beast's value threatens its survival and, aside from the inaccessibility of their habitat, the Nimfiara has few defenses against extinction. They are, however, very wily, and they will put up a good fight when cornered.","Normal Wily, largest of Endor's Deer.",1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,BFCDHE,3,7-9ft
Lasanakûni,Rútorassi,3,,FA/FA,3,65,,M,,,,60MBa,50MTs,-,30,,"The largest and most powerful of Endor's Sheep, the Rútorasse (Q. 'Eastern Woolhoms'; pl. 'Rútorassi') is a stout, black and silver beast that stands about 4-5ft at the shoulder. It is aptly named, for its silvery head fur grows up the sides of its curved horns. These two forward- facing weapons can be lethal, however, and the Woolhorn is quick to employ them for defense. Thus, this beast is difficult to domesticate. Native to the lands of Dalpygis, Chey , and the Kargagis Ahar in central Middle-earth, Woolhorns roam at night in small, segregated herds. Males run apart from the females except during the mating season, which lasts from late summer until early fall. When united, the mixed herd is relatively stationary for about a month. The first half of this period is devoted to courting rituals, which include brutal duels between males seeking dominance (and their choice of mates).",Normal. Largest Of Endor's Sheep.,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,msktc,ABFMP,5, 6-7ft
Lasanakûni,Stetanavi,2,,MD/VF,3,50,,M,,,,40SBi,25SCl,-,40,,"In Apysaic, Stetan means 'mischievous.' It applies perfectly to this otter-like creature. The beast's body is as large as a big dog, and it is as friendly and playful as the most lively of puppies. It has very short legs, though, so no one would mistake it for a hound. The Stetan's name was earned from Haradrim who journeyed into the wood, worked a long day gathering herbs, then saw their sacks and parcels playfully torn apart just before they returned home. Only their overpowering air of pure innocence keeps Stetanavi from being killed on sight by most men who glean their living from the wood. As it is, they are usually viewed as a sign of long-term good luck even if they are a short-term nuisance. There have been attempts to tame the friendly beasts, but Stetanavi that are taken into captivity invariably die shortly thereafter, an occurrence that is usually blamed on loneliness for their own kind. It is possible, however, to overcome this problem through the use of a Familiar spell, though having such a puckish creature as a familiar would certainly have its drawbacks.","Playful. Mischievous, Otter-like creatures.",1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,BFMPD,7,6-7ft
Lasanakûni,Wild Goats,3,,FA/FA,1,60,,M,,,,40MHo,30MBa,30MTs,25,,"Essentially descendants of various escaped domestic varieties, the Wild Goats have dirty, shaggy coats and short, black horns. They range all over Middle-earth. Their small, sharp hooves make them agile climbers, and they can swim remarkably well; however, they restrict the beasts' movements in the boglands, where wide feet provide stability in the muck.",Normal. Agile climbers and swimmers.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,ABFMZPT,6,3-4ft
Lasanakûni,Snowhare,0,,,1,,,,,,,,,,,,"The snowhare is one of the largest members of the rabbit family. It inhabits the elevations of the Misty Mountains where there is snow cover Year round. The animal's Silvery White pelt, prized for its warmth, provides excellent camouflage for the furry mountain denizen. A larger more fearsome Variety of the snow hare has been rumored to exist lurking close to the opening of high mountain Caves. These creatures seem to exhibit a cruel intelligence and are rumored to frenzy upon provocation. This description was given by a traveler after returning half-crazed from the mountains, 'It had huge ... I mean gigantic ... just big teeth.'",,,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,c,A,5, 2-3ft
Apsanakûni,Black Bears,5,,MF/MF,8,150,,L/I,,,,65LGr,60LCl,40MBi/70MBa,20,,"A strongly-built but compact creature, the Black Bear (Q. 'Meglivorn'; pl. 'Meglivorni') is common throughout northern Endor. They are nocturnal hunters who feed on insects, rodents, fish, small mammals, and carion, supplementing this diet with fruit, berries, nuts, roots, and honey (Q. 'Lissen'). During the autumn. Black Bears gorge on food so that they can be properly sustained during their long winter sleep (hibernation). They have a superb sense of smell, but their hearing and eyesight are merely average by the standards of the Apsanakûni. Black Bears are solitary animals. Mating pairs stay together briefly only during the late summer mating season. After the litter (of 1-4) appears in the midwinter, the female travels with the cubs. The Eriadorans have an almost cultic obsession with hunting Bears, for they believe a bear-kill to be the ultimate test of one's prowess as a warrior. Both the Eriadoran Northmen and the Lossoth to the north revere and fear Bears. The mystical Bear-cults of both cultures exert a strong but subtle influence over their societies. The Beijabar, or Beornings, inherited the Eriadoran Northman tradition.",Aggressive. Nocturnal hunters.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nwmktc,AFMCDL,7,5-6ft
Apsanakûni,Black Minks,1,,VF/VF,3,50,,M,,,,50MBi,-,-,60,,"Cunning, carnivorous mammals reaching up to 4' in length Black Minks are dangerous freshwater predators. Much larger than their kin, they are strong swimmers in spite of their weight which is fifty to eighty pounds. (Males are larger than female Black Mink are most common in the Wetwang (Nindalf), near Ithilien, but they can occasionally be found in other areas in north central Middle-earth, always near water (marshes, stream or river banks, or the shore of freshwater lakes). Black Minks are voracious and seem to possess a surprising degree of brutal intelligence. They have been known, for example to wait for a young, tender creature of some sort to stray far from its mother before attacking. They usually hunt alone, but in the early spring they come together in groups of 7-12 to choose mates for the year. At this time they will attack anything that crosses the path. They cannot be driven off when they are in this state, on killed, and they will fight until literally torn apart. If an intact pelt is somehow obtained by such subtle methods poison or drowning (difficult, as they can hold their breath for up to ten minutes), it is worth a great deal of money (anywhere from six to fifteen gold pieces, depending upon the market), for the fur of the Black Mink is fabulously thick and glossy, as well as heir entirely waterproof.",Aggressive. Ignore Stun results.,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,ktc,FMCD,6,3-4ft
Apsanakûni,Blue Bears,7,,MF/MF,8,200,,L/I,,,,80LGr,70LCl,30MBi/90LBa,25,,"Blue Bears (Q. 'Megliluini'; sing. 'Megliluinë') are considered monsters by many of Endor's loremasters. Unusual creatures they are found only on the southern slopes of the White Mountains particularly in the Lamedon (Morthond Valley) region of Gondor. Their bluish-gray fur, unswervingly predatory attitude, and innateability to sense other creatures set them apart from all other Bears. NOTE: Treat Blue Bears as having an inherent and constant Presence spell ability, enabling them to perceive living beings up to 50ft away. Blue Bears are usually solitary, but they will occasionally hunt in family groups. They do not fear others unless there is a larger group involved. Often attacking without apparent provocation. Megliluini hunt whenever they are hungry and have an opportunity to kill. The frequency of their attacks is also explained by their territorial habits. Blue Bears stake out territories that they defend from each other and from other predators of similar size — including Men and Elves.",Aggressive. Nocturnal hunters.,1-6,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,AFMCDELX,4,6-8ft
Apsanakûni,Blue Otters,4,,MF/MF,3,80,,M,,,,40MCl,40MBi,-,30,,"While similar to their more mundane brethren. Blue Otters are larger and have flattened tails with sharp crests on each edge. They generally travel in small groups during the day, feeding on fish eggs, smaller aquatic mammals, and birds. Using tree roots as structural supports, they reside in dens cut into larger, stabler sandbars or riverbanks. Here they produce litters of only one or two young each year. Their breeding pattern, coupled with their large profile and valuable pelts, makes them ideal targets for extinction. It is not surprising then, that Blue Otters are endangered. In many areas of northwestern Endor (notably Gondor). however, they are protected by hunting bans.",Normal. Eat fish and shellfish.,1-3,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmktc,FMCDH,3,5-7ft
Apsanakûni,Cave Bears,12,,MF/FA,8,300,,L/La,,,,95HBa,90LCl,85LGr/90LBi,40,,"Cave Bears (Q. 'Meglirondor'; sing. 'Meglirondo') are huge beasts that weigh up to fourteen hundred pounds. They have rough, black fur, accented with brown stripes on the paws, ears, and faces. Their paws can snap a neck as easily as a dry branch, and their long claws can rip through light metal or any leather armor as easily as through linen. Fortunately, they are retiring creatures who like to eat tubers, roots and berries almost as much as they like fish and small game. Only rarely do Men or Dwarves get the opportunity to experience the blows of the Cave Bear. Monogamous and family-minded, Cave Bears frequently travel in small packs. Males travel alone, but the females prefer company and will not leave their cubs until they are grown.",Normal. Huge. retiring creatures.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,AFMCDELX,3,8-9ft
Apsanakûni,Chetmíg,5,,FA/VF,4,150,,L,,,,75LCl,90MBa,100LBi,30,,"The Chatmoig (pl. 'Chetmíg') is a huge, rare, gray cat with faint tabby markings that enable it to hide with a degree of skill surprising in so large a beast. A nocturnal predator, it has huge forequarters and great (5-7 inch) fangs. Its body tapers from the shoulders to strong but compact hindquarters. Using its long tail, the Chatmoig can balance itself when leaping, which it does prodigiously: up to 150ft horizontally and 40ft vertically. The Cat can be found (when it can be found at all) in northern hills and mountains.","Aggressive. Great cats, nocturnal predators.",1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,ktc,AFCDHPILR,2,9ft (with tail)
Apsanakûni,Cliff Lions,5,,FA/MF,4,140,,M,,,,85LBi,70MCl,-,20,,"The snowy-white Cliff Lion (Q. 'Ralimba': pl. 'Rálimbar'; P. 'Jabali Simba: pl. 'Jabali Simbavi') lives in southwestern Middleearth. Their core territory stretches around the Bay of Orel, and they are prevalent in the lower reaches of the Yellow Mountains around the lake called Aeluin. Solitary creatures, they dart away unless hungry, cornered, or surprised. They are hard to confront, given their preference for virtually sheer terrain, remote rocky clefts, and caves. Normally active in the morning and evening, they roam the highlands and coastal fells in search of goats, sheep, rodents, or carrion. Cliff Lions stalk their prey, and then strike with swift bites to the napes of their foes' necks.","Normal. Snowy White, solitary creatures.",1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,haawmsk,AFMCDL,4,4.5-6.5ft
Apsanakûni,Death Shrews,1,,MD/FA,11,2,,T,,,,45TTi,disease,-,70,,"Death Shrews are mild-looking little creatures with soft white fur and an even softer, blue-gray underbelly. One would hardly think that such a harmless looking little beast would deserve such a foul name, but the little Death Shrew carries a grim disease, called the Blue Hand. Victims who contract the disease develop a bluish cast to the skin, large boils on their hands, feet and under their eyes, and begin to bleed from the nose and ears. Sufferers often become crippled, and many kill themselves. The Shrews, of course, are merely carriers, or they would have died out long ago. Even if they did not carry this disease, they would still be considered suprisingly unpleasant creatures, for they secrete a foul-smelling spray to protect themselves from large predators. Superb climbers, Death Shrews can avoid most encounters; however, even when cornered they are formidable. The vicious beasts have voracious appetites and will bite at exposed skin, regardless of the size of the creature to which it belongs. They also have spines strong enough to support the weight of a Man.",Aggressive. Emit a foul-smelling spray.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,kt,UVL,7,2-3 inches
Apsanakûni,Dire Wolves (Adult),4,,VF/FA,3,80,,L/I,,,,75LBi,45MCl,-,45,,"In most ways, the Dire Wolf (S. 'Gothraug'; Q. 'Narmosse'; pl. 'Narmossi') resembles its smaller cousin, the common Timber Wolf. Found all over northern Middle-earth, they are intelligent, social animals that live in family groups or small packs (2-11 and 10-60 members, respectively). Dire Wolves mate for life, settle disputes among themselves with non-fatal duels, and cooperate among themselves in hunting. However, unlike common wolves, they have little or no fear of the Free Peoples. They will hunt Men, Elves, or Dwarves like any other prey. Dire Wolves weigh up to one hundred and fifty pounds, reach running speeds of up to thirty miles per hour, and leap up to six feet in the air with little effort. Possessed of tremendous nightvision, they are more nocturnal than their smaller kin.",Aggressive. Attack in cooperative groups.,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,ktc,AFMCDHPTINR,5,5-6ft
Apsanakûni,Dire Wolves (Young),2,,VF/FA,3,60,,M,,,,60LBi,-,-,40,,"In most ways, the Dire Wolf (S. 'Gothraug'; Q. 'Narmosse'; pl. 'Narmossi') resembles its smaller cousin, the common Timber Wolf. Found all over northern Middle-earth, they are intelligent, social animals that live in family groups or small packs (2-11 and 10-60 members, respectively). Dire Wolves mate for life, settle disputes among themselves with non-fatal duels, and cooperate among themselves in hunting. However, unlike common wolves, they have little or no fear of the Free Peoples. They will hunt Men, Elves, or Dwarves like any other prey. Dire Wolves weigh up to one hundred and fifty pounds, reach running speeds of up to thirty miles per hour, and leap up to six feet in the air with little effort. Possessed of tremendous nightvision, they are more nocturnal than their smaller kin.",Social animals. do not fear People.,1-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,ktc,AFMCDHPTINR,5,5-6ft
Apsanakûni,Dunmen's Dogs,1,,MD/MF,3,40,,S,,,,45SBi,-,-,40,,"Kept only by the tribal Dunlendings, the Dunmen's Dogs look like a large, fat toy hound. These Dogs are sometimes used as guards or for pack-hunting, of which they are marginally capable. Most Dunmen's Dogs end up in the stewpot.",Domesticated. Marginally capable.,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktck,BFMCDHP,7,1.5-2.5ft
Apsanakûni,Fishing Cats,1,,VF/VF,3,50,,S,,,,30MCl,20SBi,-,50,,"The Fishing Cat are most commonly found in the marshes along the eastern shores of the Sea of Rhûn and in Wetwang (Nindalf) in Ithilien. Unlike most felines, they have no dislike of water and are well-adapted to aquatic life. They can swim moderate distances and fish by flipping the fish out of the water with deft strokes of their semi-webbed paws. Fishing Cats supplement their diet with birds, shellfish, and amphibians. Stealthy hunters, their mottled gray-brown fur enables them to hide easily among the marshes and along the river and lake shores that form their homes. Their kittens can be domesticated, but like other large, wild Cats, Fishing Cats never become very friendly and are primarily one-person pets.",Normal. Kittens can be domesticated.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmk,FMDH,4,2-3ft
Apsanakûni,Gích,2,,FA/VF,3,45,,S,,,,40MBi,40SCl,-,50,,"The Gaich (pl. 'Gích') is a large Fox found throughout the foothills of the Misty Mountains. It is the primary small predator in Rhudaur. Its name means 'changer,' for the Gaich is black in the summer and white in the winter. Rhudaurans hold many superstitious views about its nature and consider it sacrosanct when it is molting. For about two weeks a year — when it sheds its old coat and its new fur is growing in — the Gaich appears striped and is purportedly immune to weaponry. Gích eat primarily small mammals such as Rabbits, Mice, and Squirrels, although they will also eat eggs, ripe fruit, and carrion. Their furs are marketable, but not especially valuable.",Normal. Large Foxes + very common.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,FMCD,3,"4.5-5.5ft.""A huge relative of the common weasel"
Apsanakûni,Giant Martens,4,,VF/VF,3,75,,M,,,,60MBi,50MCl,-,50,,The Giant Marten (S. 'Carlûmon'; pl. 'Cerlymyn') is a fierce and irrational creature. They are notoriously overactive and overexcitable  forcing them to consume huge amounts of food in order to survive. Totally carnivorous (although they will forage for nuts fruits and berries when starving) they will eat anything that they can disable and kill even much larger creatures. Giant Martens have even been known to slay Small Bears and Wild Boars. Like other Martens the acrobatic Carlûmon climbs extremely well and generally makes its den in hollow trees. It has a keen nose and fairly good vision.,Aggressive. Crazy + mean + fierce.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,ktc,AFMCDHP,7,3-4ft (including tail)
Apsanakûni,Glutani,4,,FA/VF,3,50,,S,,,,50MBi,45MCl,-,50,,"The dreadful Glutan (pl. 'Glutani') is found thoughout northwestern Endor, but the largest concentration of the creatures is undoubtedly in western Minhiriath in Eriador. A Wolverine-like creature, it is one of the most fearsome predators in Middle-earth. It is a solitary, dark-furred beast shaped like a large badger. The Glutan is unbelievably quick and fierce, and appears to be quite insane. They have been known to attack large groups of armed men without the slightest provocation, fighting to the death even if escape is easily available. There are two currently recognized varieties. The Lowland variety is approximately two feet long on the average, with a reddish brown coloration that fades to a lighter color in the winter. They are very powerful for their size and will fight long after other animals would have fled. These animals are quite temperamental and will attack for no reason. A bounty has been placed on their heads of 25 gp, but this reward is not one highly sought after. Those that do hunt Glutani can sell the live creatures for more to Dunlanders who use them in fights against Bears or Wolves. The Highland or Mountain Glutan is no longer than its Lowland relative, but it is somewhat bulkier. They are dark brown to black in coloration, and stalk the high hills of Dunland unafraid of anything. Similar in disposition to their Lowland relatives, they are usually not sought after for bounty or capture because cages that will hold them are hard to come by and Dunlanders are fond of keeping their limbs.",Aggressive. Wolverine-like creatures.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,AFCH,5,Lowland 2-3ft / Highland 2.5-4ft
Apsanakûni,Grass Cats,3,,VF/VF,3,100,,M,,,,40MCl,60MBa,60MBi,50,,"A handsome, long-legged hunter of the plains of Calenardhon, the Grass Cat is now quite rare. Men have killed or domesticated most of its prey and actively hunt the Cats for fear of losing Sheep, Goats, or Kine. A Grass Cat has a thick, short, buff-colored fur that easily absorbs grass pollen in the summer months, giving it an eerie and unnatural yellow-green coloration. The Cat hunts by leaping upon the backs of its prey, digging its long claws into the victim's throat and neck. Even if its victim is not killed by the severing of some vital vein or nerve, it will run itself into a stupor or even to death. There have been cases of Grass Cats killing Men in this same manner. When in heat, courting, or fighting. Grass Cats give off highpitched, raucous shrieks that are terrifying to hear, especially during the long winter nights.",Aggressive. Long-legged Plains cat.,1-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,FP,3,4-5ft
